cpe,filename,file_upload
AMS000718,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS000126,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS000208,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS009998,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS000206,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS000603,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
AMS000894,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000885,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000041,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000042,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000902,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000389,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000348,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000363,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000015,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN001125,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000949,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN001378,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000932,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000920,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN007999,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN004315,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BCN000928,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BER000996,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,"File Transfer Failed : @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@    WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!     @
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
IT IS POSSIBLE THAT SOMEONE IS DOING SOMETHING NASTY!
Someone could be eavesdropping on you right now (man-in-the-middle attack)!
It is also possible that a host key has just been changed.
The fingerprint for the ED25519 key sent by the remote host is
SHA256:0quo+/jKTewCsEzl7b2jPL+cjhQymtrHOff479fxI7c.
Please contact your system administrator.
Add correct host key in /root/.ssh/known_hosts to get rid of this message.
Offending ED25519 key in /root/.ssh/known_hosts:106
  remove with:
  ssh-keygen -f ""/root/.ssh/known_hosts"" -R 192.168.28.225
Password authentication is disabled to avoid man-in-the-middle attacks.
Keyboard-interactive authentication is disabled to avoid man-in-the-middle attacks.
Permission denied (publickey,password).
rsync: connection unexpectedly closed (0 bytes received so far) [sender]
rsync error: unexplained error (code 255) at io.c(226) [sender=3.1.1]
"
BER000010,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BER000439,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BER005236,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BER004896,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,"File Transfer Failed : @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@    WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!     @
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
IT IS POSSIBLE THAT SOMEONE IS DOING SOMETHING NASTY!
Someone could be eavesdropping on you right now (man-in-the-middle attack)!
It is also possible that a host key has just been changed.
The fingerprint for the ED25519 key sent by the remote host is
SHA256:0quo+/jKTewCsEzl7b2jPL+cjhQymtrHOff479fxI7c.
Please contact your system administrator.
Add correct host key in /root/.ssh/known_hosts to get rid of this message.
Offending ED25519 key in /root/.ssh/known_hosts:106
  remove with:
  ssh-keygen -f ""/root/.ssh/known_hosts"" -R 192.168.28.225
Password authentication is disabled to avoid man-in-the-middle attacks.
Keyboard-interactive authentication is disabled to avoid man-in-the-middle attacks.
Permission denied (publickey,password).
rsync: connection unexpectedly closed (0 bytes received so far) [sender]
rsync error: unexplained error (code 255) at io.c(226) [sender=3.1.1]
"
BER000064,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
BER000081,versa-flexvnf-20200606-211353-63668a2-20.2.2.bin,File Transfer Success : Transfered size 651397799
